SEMESTER,MJD START,MJD END,PI,PROGRAM
2012B,56294.16667,56294.41597,Luhman,2012B025
2012B,56294.41667,56294.54167,Sitko,2012B014
2012B,56294.54167,56294.66667,Rivkin,2012B026
2012B,56295.16667,56295.4375,Luhman,2012B025
2012B,56295.41667,56295.66667,Howell,2012B038
2012B,56296.16667,56296.41597,Muzerolle,2012B051
2012B,56296.4375,56296.66667,Engineering,2012B999
2012B,56297.16667,56297.41597,Luhman,2012B025
2012B,56297.41667,56297.65278,Rivkin,2012B026
2012B,56297.65278,56297.66667,Schaller,2012B062
2012B,56298.16667,56298.65278,Tokunaga,2012B041
2012B,56298.41667,56298.65278,Rivkin,2012B026
2012B,56298.65278,56298.66667,Schaller,2012B062
2012B,56299.16667,56299.41597,Muzerolle,2012B051
2012B,56299.65278,56299.66667,Schaller,2012B062
2012B,56300.16667,56300.41597,McClure,2012B067
2012B,56300.41667,56300.65278,Rivkin,2012B026
2012B,56300.65278,56300.66667,Schaller,2012B062
2012B,56301.16667,56301.41597,McClure,2012B067
2012B,56301.41667,56301.65278,Mann,2012B024
2012B,56301.65278,56301.66667,Schaller,2012B062
2012B,56302.16667,56302.41597,McClure,2012B067
2012B,56302.41667,56302.54167,Takir,2012B077
2012B,56302.54167,56302.66667,Polishook,2012B009
2012B,56303.16667,56303.41597,McClure,2012B067
2012B,56303.41667,56303.54167,Takir,2012B077
2012B,56303.54167,56303.65278,Polishook,2012B009
2012B,56303.65278,56303.66667,Schaller,2012B062
2012B,56304.16667,56304.41597,McClure,2012B067
2012B,56304.41667,56304.65278,Takir,2012B077
2012B,56304.65278,56304.66667,Schaller,2012B062
2012B,56305.16667,56305.65278,Hardersen,2012B019
2012B,56305.41667,56305.65278,Takir,2012B077
2012B,56305.65278,56305.66667,Schaller,2012B062
2012B,56306.16667,56306.65278,Hardersen,2012B019
2012B,56306.65278,56306.66667,Schaller,2012B062
2012B,56307.16667,56307.41597,DeMeo,2012B006
2012B,56307.65278,56307.66667,Schaller,2012B062
2012B,56308.16667,56308.65278,Tokunaga,2012B041
2012B,56308.41667,56308.66667,Howell,2012B038
2012B,56309.16667,56309.41597,Fischer,2012B085
2012B,56309.65278,56309.66667,Schaller,2012B062
2012B,56310.16667,56310.41597,Fischer,2012B085
2012B,56310.41667,56310.65278,Mann,2012B023
2012B,56310.65278,56310.66667,Schaller,2012B062
2012B,56311.16667,56311.33333,Yang,2012B057
2012B,56311.33333,56311.65278,Grundy,2012B086
2012B,56311.41667,56311.65278,Yang,2012B057
2012B,56311.65278,56311.66667,Schaller,2012B062
2012B,56312.16667,56312.41597,Trombley,2012B037
2012B,56312.65278,56312.66667,Schaller,2012B062
2012B,56313.16667,56313.375,Yang,2012B057
2012B,56313.375,56313.5,Lucas,2012B073
2012B,56313.41667,56313.65278,Yang,2012B057
2012B,56313.65278,56313.66667,Schaller,2012B062
2012B,56314.16667,56314.41597,Bjoraker,2012B013
2012B,56314.5,56314.66667,Yang,2012B057
2012B,56315.16667,56315.41597,Bjoraker,2012B013
2012B,56315.41667,56315.5625,Wolters,2012B048
2012B,56315.5625,56315.66667,Orton,2012B002
2012B,56316.16667,56316.25,Nedelcu,2012B020
2012B,56316.25,56316.65278,Liu,2012B047
2012B,56316.41667,56316.66667,Howell,2012B038
2012B,56317.16667,56317.65278,Liu,2012B047
2012B,56317.65278,56317.66667,Schaller,2012B062
2012B,56318.16667,56318.65278,Newton,2012B076
2012B,56318.65278,56318.66667,Schaller,2012B062
2012B,56319.16667,56319.65278,Newton,2012B076
2012B,56319.65278,56319.66667,Schaller,2012B062
2012B,56320.16667,56320.25,Fischer,2012B079
2012B,56320.25,56320.65278,Liu,2012B047
2012B,56320.65278,56320.66667,Schaller,2012B062
2012B,56321.16667,56321.45833,Sitko,2012B004
2012B,56321.65278,56321.66667,Schaller,2012B062
2012B,56322.16667,56322.45833,Sitko,2012B004
2012B,56322.45833,56322.66667,Metchev,2012B083
2012B,56323.16667,56323.45833,Sitko,2012B004
2012B,56323.45833,56323.66667,Metchev,2012B083
2013A,56324.16667,56324.41597,Greathouse,2013A008
2012B,56324.45833,56324.66667,Metchev,2012B083
2013A,56325.16667,56325.41597,Greathouse,2013A008
2013A,56325.41667,56325.52083,Beck,2013A007
2013A,56325.52083,56325.66667,Fletcher,2013A045
2013A,56326.16667,56326.41597,Greathouse,2013A008
2013A,56326.41667,56326.52083,Beck,2013A007
2013A,56326.52083,56326.66667,Fletcher,2013A045
2013A,56327.16667,56327.41597,Greathouse,2013A008
2013A,56327.41667,56327.52083,Beck,2013A007
2013A,56327.52083,56327.66667,Fletcher,2013A045
2013A,56328.16667,56328.41597,Orton,2013A044
2013A,56328.41667,56328.52083,Beck,2013A007
2013A,56328.52083,56328.66667,Fletcher,2013A045
2013A,56329.16667,56329.41597,Orton,2013A044
2013A,56329.41667,56329.52083,Beck,2013A007
2013A,56329.52083,56329.66667,Fletcher,2013A045
2013A,56330.16667,56330.66667,Benecchi,2013A038
2013A,56330.41667,56330.52083,Beck,2013A007
2013A,56330.52083,56330.66667,Fletcher,2013A045
2013A,56331.16667,56331.41597,Orton,2013A044
2013A,56332.16667,56332.40625,Tsang,2013A076
2013A,56332.40625,56332.65278,Kaluna,2013A101
2013A,56332.41667,56332.52083,Beck,2013A007
2013A,56332.52083,56332.66667,Fletcher,2013A045
2013A,56333.16667,56333.40625,Tsang,2013A076
2013A,56333.40625,56333.65278,Kaluna,2013A101
2013A,56333.65278,56333.66667,Schaller,2013A054
2013A,56334.16667,56334.40625,Tsang,2013A076
2013A,56334.40625,56334.65278,Kaluna,2013A101
2013A,56334.65278,56334.66667,Schaller,2013A054
2013A,56335.16667,56335.65278,Kaluna,2013A101
2013A,56335.65278,56335.66667,Schaller,2013A054
2013A,56336.16667,56336.66667,Grundy,2013A001
2013A,56336.65278,56336.66667,Schaller,2013A054
2013A,56337.16667,56337.41597,Kaluna,2013A101
2013A,56338.16667,56338.41597,Gagne,2013A055
2013A,56338.41667,56338.65278,Wolters,2013A090
2013A,56338.65278,56338.66667,Schaller,2013A054
2013A,56339.16667,56339.33333,Crossfield,2013A031
2013A,56339.33333,56339.66667,Engineering,2013A999
2013A,56339.41667,56339.65278,Wolters,2013A090
2013A,56339.65278,56339.66667,Schaller,2013A054
2013A,56340.16667,56340.65278,Gagne,2013A055
2013A,56341.16667,56341.65278,Gagne,2013A055
2013A,56341.65278,56341.66667,Schaller,2013A054
2013A,56342.16667,56342.4375,Crockett,2013A075
2013A,56342.65278,56342.66667,Schaller,2013A054
2013A,56343.16667,56343.4375,Crockett,2013A075
2013A,56343.4375,56343.66667,Lisse,2013A069
2013A,56344.16667,56344.42708,Crockett,2013A075
2013A,56344.4375,56344.66667,Lisse,2013A069
2013A,56345.16667,56345.42708,Crockett,2013A075
2013A,56345.42708,56345.65278,Lisse,2013A069
2013A,56345.65278,56345.66667,Schaller,2013A054
2013A,56346.16667,56346.42708,Crockett,2013A075
2013A,56346.42708,56346.66667,Engineering,2013A999
2013A,56347.16667,56347.45833,Crockett,2013A075
2013A,56347.42708,56347.66667,Engineering,2013A999
2013A,56347.79167,56347.04167,DiSanti,2013A071
2013A,56348.16667,56348.45833,Simon,2013A011
2013A,56348.45833,56348.65278,Engineering,2013A999
2013A,56348.65278,56348.66667,Schaller,2013A054
2013A,56348.79167,56348.04167,DiSanti,2013A071
2013A,56349.16667,56349.42708,Simon,2013A011
2013A,56349.45833,56349.65278,Engineering,2013A999
2013A,56349.65278,56349.66667,Schaller,2013A054
2013A,56349.79167,56349.04167,DiSanti,2013A071
2013A,56350.16667,56350.33333,Faherty,2013A040
2013A,56350.33333,56350.45833,Crossfield,2013A030
2013A,56350.42708,56350.65278,Faherty,2013A040
2013A,56350.65278,56350.66667,Schaller,2013A054
2013A,56351.16667,56351.65278,DeMeo,2013A002
2013A,56351.45833,56351.65278,Faherty,2013A040
2013A,56351.65278,56351.66667,Schaller,2013A054
2013A,56352.16667,56352.33333,Orton,2013A021
2013A,56352.33333,56352.5,Wolters,2013A090
2013A,56352.65278,56352.66667,Schaller,2013A054
2013A,56353.16667,56353.33333,Orton,2013A021
2013A,56353.33333,56353.5,Wolters,2013A090
2013A,56353.5,56353.66667,Orton,2013A020
2013A,56354.16667,56354.65278,Faherty,2013A040
2013A,56354.5,56354.66667,Orton,2013A020
2013A,56355.16667,56355.29167,Engineering,2013A999
2013A,56355.29167,56355.45833,Gulbis,2013A039
2013A,56355.65278,56355.66667,Schaller,2013A054
2013A,56356.16667,56356.375,Polishook,2013A053
2013A,56356.375,56356.65278,Faherty,2013A040
2013A,56356.45833,56356.65278,Faherty,2013A040
2013A,56356.65278,56356.66667,Schaller,2013A054
2013A,56357.16667,56357.375,Polishook,2013A053
2013A,56357.375,56357.65278,Gaidos,2013A058
2013A,56357.65278,56357.66667,Schaller,2013A054
2013A,56358.16667,56358.66667,Engineering,2013A999
2013A,56358.65278,56358.66667,Schaller,2013A054
2013A,56359.16667,56359.65278,Marion,2013A083
2013A,56360.16667,56360.65278,Landsman,2013A033
2013A,56360.65278,56360.66667,Schaller,2013A054
2013A,56361.16667,56361.54167,Grundy,2013A001
2013A,56361.65278,56361.66667,Schaller,2013A054
2013A,56362.16667,56362.41597,Binzel,2013A027
2013A,56362.54167,56362.66667,Engineering,2013A999
2013A,56363.16667,56363.65278,Tokunaga,2013A015
2013A,56363.41667,56363.65278,Tokunaga,2013A015
2013A,56363.65278,56363.66667,Schaller,2013A054
2013A,56364.16667,56364.66667,Egineering,2013A999
2013A,56364.65278,56364.66667,Schaller,2013A054
2013A,56365.16667,56365.66667,Engineering,2013A999
2013A,56366.16667,56366.65278,Glikman,2013A023
2013A,56367.16667,56367.65278,Glikman,2013A023
2013A,56367.65278,56367.66667,Schaller,2013A054
2013A,56368.16667,56368.65278,Glikman,2013A023
2013A,56368.65278,56368.66667,Schaller,2013A054
2013A,56369.16667,56369.65278,Glikman,2013A023
2013A,56369.65278,56369.66667,Schaller,2013A054
2013A,56370.16667,56370.65278,Saito,2013A072
2013A,56370.65278,56370.66667,Schaller,2013A054
2013A,56371.16667,56371.65278,Saito,2013A072
2013A,56371.65278,56371.66667,Schaller,2013A054
2013A,56372.16667,56372.65278,Saito,2013A072
2013A,56372.65278,56372.66667,Schaller,2013A054
2013A,56373.16667,56373.65278,Saito,2013A072
2013A,56373.65278,56373.66667,Schaller,2013A054
2013A,56374.16667,56374.66667,Saito,2013A072
2013A,56374.65278,56374.66667,Schaller,2013A054
2013A,56375.16667,56375.52083,Schmidt,2013A093
2013A,56376.16667,56376.65278,Schmidt,2013A093
2013A,56376.52083,56376.66667,Prato,2013A097
2013A,56376.70833,56376.08333,Bonev,2013A078
2013A,56377.16667,56377.65278,Schmidt,2013A093
2013A,56377.65278,56377.66667,Schaller,2013A054
2013A,56377.70833,56377.08333,Bonev,2013A078
2013A,56378.16667,56378.65278,Hardersen,2013A035
2013A,56378.65278,56378.66667,Schaller,2013A054
2013A,56378.70833,56378.08333,Bonev,2013A078
2013A,56379.16667,56379.65278,Hardersen,2013A035
2013A,56379.65278,56379.66667,Schaller,2013A054
2013A,56379.70833,56379,Villanueva,2013A062
2013A,56380.16667,56380.66667,Yang,2013A073
2013A,56380.65278,56380.66667,Schaller,2013A054
2013A,56380.70833,56380,Villanueva,2013A062
2013A,56381.16667,56381.66667,Yang,2013A073
2013A,56381.70833,56381,Villanueva,2013A062
2013A,56382.16667,56382.25,Gaidos,2013A058
2013A,56382.25,56382.41597,Wolters,2013A090
2013A,56382.75,56382.08333,DiSanti,2013A071
2013A,56383.16667,56383.27083,Gaidos,2013A058
2013A,56383.27083,56383.52083,Wolters,2013A090
2013A,56383.41667,56383.54167,Gaidos,2013A058
2013A,56383.54167,56383.66667,Helton,2013A074
2013A,56383.75,56383.08333,DiSanti,2013A071
2013A,56384.16667,56384.41597,Best,2013A082
2013A,56384.52083,56384.66667,Engineering,2013A999
2013A,56384.75,56384.08333,Dello,2013A042
2013A,56385.16667,56385.41597,Liu,2013A066
2013A,56385.41667,56385.43056,Schaller,2013A054
2013A,56385.43056,56385.66667,Best,2013A082
2013A,56385.75,56385.08333,Dello,2013A042
2013A,56386.16667,56386.41597,Liu,2013A066
2013A,56386.41667,56386.43056,Schaller,2013A054
2013A,56386.43056,56386.66667,Liu,2013A066
2013A,56386.75,56386.08333,Dello,2013A042
2013A,56387.16667,56387.41597,Bochanski,2013A046
2013A,56387.41667,56387.43056,Schaller,2013A054
2013A,56387.43056,56387.66667,Liu,2013A066
2013A,56387.70833,56387,Woodward,2013A029
2013A,56388.16667,56388.41597,Bochanski,2013A046
2013A,56388.41667,56388.43056,Schaller,2013A054
2013A,56388.43056,56388.66667,Bochanski,2013A046
2013A,56388.70833,56388,Woodward,2013A029
2013A,56389.16667,56389.41597,Trilling,2013A065
2013A,56389.41667,56389.43056,Schaller,2013A054
2013A,56389.43056,56389.66667,Bochanski,2013A046
2013A,56389.70833,56389,Woodward,2013A029
2013A,56390.16667,56390.375,Engineering,2013A999
2013A,56390.375,56390.66667,Howell,2013A024
2013A,56390.41667,56390.43056,Schaller,2013A054
2013A,56390.43056,56390.66667,Trilling,2013A065
2013A,56391.16667,56391.41597,Trilling,2013A065
2013A,56392.16667,56392.41597,Trilling,2013A065
2013A,56392.41667,56392.43056,Schaller,2013A054
2013A,56392.43056,56392.66667,Trilling,2013A065
2013A,56393.16667,56393.41597,Binzel,2013A027
2013A,56393.41667,56393.43056,Schaller,2013A054
2013A,56393.43056,56393.66667,Trilling,2013A065
2013A,56394.16667,56394.41597,Binzel,2013A027
2013A,56394.41667,56394.43056,Schaller,2013A054
2013A,56394.43056,56394.66667,Binzel,2013A027
2013A,56395.16667,56395.375,Engineering,2013A999
2013A,56395.375,56395.66667,Howell,2013A024
2013A,56395.41667,56395.43056,Schaller,2013A054
2013A,56395.43056,56395.66667,Binzel,2013A027
2013A,56396.16667,56396.41597,Marchis,2013A051
2013A,56397.16667,56397.39583,Engineering,2013A999
2013A,56397.39583,56397.40972,Schaller,2013A054
2013A,56397.40972,56397.66667,Aller,2013A016
2013A,56397.41667,56397.43056,Schaller,2013A054
2013A,56398.16667,56398.39583,Engineering,2013A999
2013A,56398.39583,56398.40972,Schaller,2013A054
2013A,56398.40972,56398.66667,Aller,2013A016
2013A,56399.16667,56399.39583,Engineering,2013A999
2013A,56399.39583,56399.40972,Schaller,2013A054
2013A,56399.40972,56399.66667,Aller,2013A016
2013A,56400.16667,56400.39583,Stallard,2013A017
2013A,56400.39583,56400.66667,Aller,2013A016
2013A,56401.16667,56401.41597,Gaidos,2013A058
2013A,56402.16667,56402.66667,Stallard,2013A017
2013A,56402.41667,56402.66667,Stallard,2013A017
2013A,56403.16667,56403.52083,Stallard,2013A017
2013A,56404.16667,56404.39583,Engineering,2013A999
2013A,56404.39583,56404.66667,Stallard,2013A017
2013A,56404.52083,56404.66667,Prato,2013A097
2013A,56405.04167,56405.20833,Orton,2013A021
2013A,56405.20833,56405.41597,Burgasser,2013A099
2013A,56406.04167,56406.20833,Orton,2013A021
2013A,56406.20833,56406.41597,Burgasser,2013A099
2013A,56406.41667,56406.43056,Schaller,2013A054
2013A,56406.43056,56406.66667,Burgasser,2013A099
2013A,56407.16667,56407.41597,Burgasser,2013A099
2013A,56407.41667,56407.43056,Schaller,2013A054
2013A,56407.43056,56407.66667,Burgasser,2013A099
2013A,56408.16667,56408.66667,Engineering,2013A999
2013A,56408.41667,56408.43056,Schaller,2013A054
2013A,56408.43056,56408.66667,Burgasser,2013A099
2013A,56409.16667,56409.66667,Sinclair,2013A003
2013A,56410.16667,56410.66667,Sinclair,2013A003
2013A,56411.16667,56411.66667,Sinclair,2013A003
2013A,56412.16667,56412.66667,Sinclair,2013A003
2013A,56413.16667,56413.41597,Marion,2013A083
2013A,56414.16667,56414.27083,Mann,2013A047
2013A,56414.27083,56414.54167,Orton,2013A020
2013A,56414.41667,56414.43056,Schaller,2013A054
2013A,56414.43056,56414.66667,Marion,2013A083
2013A,56415.16667,56415.27083,Mann,2013A047
2013A,56415.27083,56415.54167,Orton,2013A020
2013A,56415.54167,56415.66667,Mann,2013A047
2013A,56416.16667,56416.66667,Bochanski,2013A046
2013A,56416.54167,56416.66667,Mann,2013A047
2013A,56417.16667,56417.66667,Bochanski,2013A046
2013A,56418.16667,56418.33333,Engineering,2013A999
2013A,56418.33333,56418.5,Roberts,2013A037
2013A,56419.16667,56419.39583,Stallard,2013A017
2013A,56419.39583,56419.52083,Prato,2013A097
2013A,56419.5,56419.66667,Gaidos,2013A058
2013A,56420.16667,56420.41597,Marchis,2013A051
2013A,56420.52083,56420.66667,Howell,2013A024
2013A,56421.16667,56421.41597,Faherty,2013A040
2013A,56421.41667,56421.43056,Schaller,2013A054
2013A,56421.43056,56421.66667,Marchis,2013A051
2013A,56422.16667,56422.41597,Tokunaga,2013A015
2013A,56422.41667,56422.43056,Schaller,2013A054
2013A,56422.43056,56422.66667,Faherty,2013A040
2013A,56423.16667,56423.41597,Tokunaga,2013A015
2013A,56423.41667,56423.43056,Schaller,2013A054
2013A,56423.43056,56423.66667,Tokunaga,2013A015
2013A,56424.16667,56424.25,Faherty,2013A040
2013A,56424.25,56424.43056,Wolters,2013A090
2013A,56424.41667,56424.43056,Schaller,2013A054
2013A,56424.43056,56424.66667,Tokunaga,2013A015
2013A,56425.16667,56425.25,Faherty,2013A040
2013A,56425.25,56425.43056,Wolters,2013A090
2013A,56425.43056,56425.66667,Sellgren,2013A089
2013A,56426.16667,56426.33333,Mann,2013A047
2013A,56426.33333,56426.52083,Sitko,2013A010
2013A,56426.43056,56426.66667,Selgren,2013A089
2013A,56427.16667,56427.33333,Mann,2013A047
2013A,56427.33333,56427.52083,Sitko,2013A010
2013A,56427.52083,56427.66667,Mann,2013A047
2013A,56428.16667,56428.41597,DeMeo,2013A002
2013A,56428.52083,56428.66667,Mann,2013A047
2013A,56429.16667,56429.41597,Engineering,2013A999
2013A,56429.41667,56429.66667,Stallard,2013A017
2013A,56430.16667,56430.33333,Stallard,2013A017
2013A,56430.33333,56430.66667,Cabrera,2013A059
2013A,56430.41667,56430.66667,Stallard,2013A017
2013A,56431.16667,56431.33333,Stallard,2013A017
2013A,56431.33333,56431.66667,Cabrera,2013A059
2013A,56432.16667,56432.39583,Stallard,2013A017
2013A,56432.39583,56432.52083,Prato,2013A097
2013A,56433.16667,56433.66667,Stallard,2013A017
2013A,56433.52083,56433.66667,Olkin,2013A012
2013A,56434.16667,56434.66667,Jackson,2013A997
2013A,56435.16667,56435.3125,Engineering,2013A998
2013A,56435.3125,56435.66667,Cabrera,2013A059
2013A,56436.16667,56436.41597,Terrien,2013A077
2013A,56437.16667,56437.41597,Terrien,2013A077
2013A,56437.41667,56437.43056,Schaller,2013A054
2013A,56437.43056,56437.66667,Terrien,2013A077
2013A,56438.16667,56438.41597,Terrien,2013A077
2013A,56438.41667,56438.43056,Schaller,2013A054
2013A,56438.43056,56438.66667,Terrien,2013A077
2013A,56439.16667,56439.41597,Terrien,2013A077
2013A,56439.41667,56439.43056,Schaller,2013A054
2013A,56439.43056,56439.66667,Terrien,2013A077
2013A,56440.16667,56440.41597,Terrien,2013A077
2013A,56440.41667,56440.43056,Schaller,2013A054
2013A,56440.43056,56440.66667,Terrien,2013A077
2013A,56441.16667,56441.41597,Howell,2013A024
2013A,56441.41667,56441.43056,Schaller,2013A054
2013A,56441.43056,56441.66667,Terrien,2013A077
2013A,56442.16667,56442.41597,Fieber-Beyer,2013A018
2013A,56442.41667,56442.54167,Helton,2013A074
2013A,56442.54167,56442.66667,Mann,2013A047
2013A,56443.16667,56443.29167,Engineering,2013A999
2013A,56443.29167,56443.45833,Gulbis,2013A039
2013A,56443.41667,56443.43056,Schaller,2013A054
2013A,56443.43056,56443.66667,Fieber-Beyer,2013A018
2013A,56444.16667,56444.33333,Howell,2013A024
2013A,56444.33333,56444.41597,Moskovitz,2013A052
2013A,56444.45833,56444.66667,Olkin,2013A012
2013A,56445.16667,56445.66667,Jones,2013A041
2013A,56445.41667,56445.43056,Schaller,2013A054
2013A,56445.43056,56445.66667,Moskovitz,2013A052
2013A,56446.16667,56446.66667,Jones,2013A041
2013A,56447.16667,56447.66667,Jones,2013A041
2013A,56448.16667,56448.41597,Kellogg,2013A067
2013A,56449.16667,56449.41597,Kellogg,2013A067
2013A,56449.41667,56449.43056,Schaller,2013A054
2013A,56449.43056,56449.66667,Kellogg,2013A067
2013A,56450.16667,56450.45833,Howell,2013A024
2013A,56450.41667,56450.43056,Schaller,2013A054
2013A,56450.43056,56450.66667,Kellogg,2013A067
2013A,56451.16667,56451.66667,Johns-Krull,2013A081
2013A,56451.45833,56451.66667,Moskovitz,2013A052
2013A,56452.16667,56452.66667,Johns-Krull,2013A081
2013A,56453.16667,56453.66667,Johns-Krull,2013A081
2013A,56454.16667,56454.41597,Tokunaga,2013A015
